Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel
188,P031,2103,2025-11-09,1,17.78,Store
189,P050,2104,2023-02-07,2,108.64,Store
190,P083,2104,2023-08-14,1,145.9,Online
191,P055,2106,2024-12-12,2,91.2,Store
192,P043,2106,2025-11-13,3,325.2,Online
193,P040,2107,2025-04-19,1,82.3,Online
194,P010,2107,2026-01-08,1,89.99,Online
195,P019,2108,2024-10-25,1,96.15,Store
196,P056,2108,2025-08-03,4,371.0,Online
197,P001,2108,2026-06-08,2,131.12,Store
198,P039,2109,2024-05-03,2,313.5,Online
199,P082,2110,2024-06-20,2,71.2,Store
200,P073,2110,2024-11-17,1,89.5,Online
201,P014,2110,2025-04-08,2,249.0,Store
202,P055,2110,2025-09-03,3,136.8,Online
203,P006,2110,2026-02-01,1,78.45,Store
204,P078,2110,2026-06-21,1,134.75,Online
205,P062,2111,2024-08-23,2,79.8,Online
206,P061,2111,2025-03-08,1,69.95,Online
207,P066,2112,2024-10-08,3,110.7,Online
208,P025,2112,2026-03-13,2,199.98,Online
209,P030,2113,2025-10-29,1,31.9,Online
210,P043,2118,2023-07-15,2,216.8,Online
211,P081,2119,2023-06-25,2,85.6,Online
212,P084,2119,2024-10-20,3,509.4,Store
213,P018,2119,2026-03-08,2,263.86,Store
214,P047,2120,2023-10-26,2,112.14,Store
215,P086,2120,2024-11-23,5,444.75,Online
216,P014,2120,2026-05-21,1,124.5,Online
217,P084,2123,2024-12-20,2,339.6,Online
218,P086,2123,2025-08-10,1,88.95,Online
219,P078,2123,2026-04-22,1,134.75,Online
220,P034,2125,2023-07-28,3,131.01,Online
221,P044,2125,2023-11-20,1,149.99,Online
222,P050,2125,2024-03-24,1,54.32,Online
223,P044,2125,2024-07-20,2,299.98,Store
224,P096,2125,2024-11-23,2,77.8,Online
225,P091,2125,2025-04-01,1,49.9,Online
226,P040,2125,2025-07-25,1,82.3,Store
227,P054,2125,2025-11-21,1,77.25,Online
228,P008,2125,2026-03-19,2,97.5,Online
229,P031,2125,2026-07-28,1,17.78,Online
230,P014,2126,2024-11-12,2,249.0,Online
231,P093,2126,2026-04-16,1,79.95,Online
232,P001,2127,2024-03-23,1,65.56,Store
233,P055,2127,2025-12-04,1,45.6,Online
234,P056,2128,2023-07-02,2,185.5,Online
235,P063,2129,2023-07-01,1,44.5,Store
236,P055,2129,2023-11-16,3,136.8,Online
237,P086,2129,2024-04-06,3,266.85,Online
238,P003,2129,2024-08-10,2,227.64,Store
239,P100,2129,2024-12-23,3,284.25,Online
240,P080,2129,2025-04-26,3,298.5,Online
241,P094,2129,2025-08-30,2,109.6,Online
242,P027,2129,2026-01-04,3,315.9,Store
243,P026,2129,2026-05-14,1,64.8,Online
244,P068,2130,2024-12-15,1,58.95,Online
245,P032,2131,2023-08-08,3,437.82,Online
246,P039,2131,2025-03-26,1,156.75,Store
247,P041,2133,2024-04-20,2,237.8,Online
248,P073,2133,2025-07-02,3,268.5,Online
249,P067,2134,2025-01-26,1,32.5,Store
250,P040,2135,2024-02-15,2,164.6,Store
251,P058,2135,2025-07-18,1,104.9,Online
252,P054,2136,2024-02-03,2,154.5,Store
253,P039,2136,2024-10-21,1,156.75,Store
254,P025,2137,2024-02-12,1,99.99,Store
255,P021,2138,2023-03-02,1,87.45,Store
256,P026,2138,2023-08-25,3,194.4,Store
257,P079,2138,2024-03-02,1,79.9,Online
258,P007,2138,2024-08-22,2,105.8,Online
259,P052,2138,2025-02-18,1,68.45,Store
260,P006,2138,2025-08-04,1,78.45,Online
261,P003,2138,2026-01-20,5,569.1,Online
262,P052,2138,2026-07-12,1,68.45,Online
263,P066,2139,2024-11-10,1,36.9,Online
264,P026,2139,2025-06-28,2,129.6,Online
265,P025,2139,2026-02-11,2,199.98,Online
266,P027,2140,2023-06-09,1,105.3,Online
267,P061,2140,2024-01-10,1,69.95,Online
268,P067,2141,2025-06-14,1,32.5,Store
269,P069,2142,2024-06-06,4,324.8,Store
270,P089,2142,2024-10-21,3,659.7,Online
271,P020,2142,2025-03-16,2,221.18,Online
272,P004,2142,2025-08-09,4,383.28,Online
273,P026,2142,2025-12-22,1,64.8,Online
274,P033,2142,2026-05-19,2,254.76,Online
275,P085,2143,2024-07-06,3,223.5,Store
276,P095,2144,2024-08-17,2,91.0,Online
277,P012,2144,2025-09-20,1,42.8,Online
278,P044,2145,2023-10-17,2,299.98,Online
279,P056,2145,2024-03-13,1,92.75,Online
280,P098,2145,2024-08-01,1,63.45,Store
281,P030,2145,2025-01-02,3,95.7,Online
282,P049,2145,2025-06-14,2,146.62,Online
283,P070,2145,2025-11-12,1,115.6,Store
284,P015,2145,2026-03-28,2,182.5,Store
285,P035,2145,2026-08-25,1,39.55,Store
286,P084,2146,2024-11-25,5,849.0,Online
287,P044,2147,2024-05-01,3,449.97,Store
288,P072,2147,2025-01-26,1,72.35,Online
289,P074,2147,2025-12-22,3,203.25,Online
290,P013,2150,2025-03-30,3,250.8,Online
291,P013,2150,2025-10-01,2,167.2,Store
292,P070,2151,2024-12-15,1,115.6,Online
293,P038,2151,2025-04-19,3,283.8,Online
294,P011,2151,2025-08-23,2,122.7,Online
295,P069,2151,2026-01-09,3,243.6,Online
296,P037,2151,2026-05-17,2,279.6,Online
297,P023,2153,2023-10-27,1,25.5,Online
298,P061,2153,2024-04-08,2,139.9,Store
299,P100,2153,2024-09-18,2,189.5,Store
300,P083,2153,2025-03-22,1,145.9,Store
301,P031,2153,2025-08-31,3,53.34,Online
302,P047,2153,2026-01-30,2,112.14,Store
303,P029,2153,2026-07-07,1,76.4,Online
304,P041,2155,2025-01-10,3,356.7,Store
305,P039,2155,2025-08-04,2,313.5,Store
306,P031,2156,2024-03-06,3,53.34,Store
307,P085,2156,2024-11-29,2,149.0,Online
308,P088,2156,2025-09-30,1,105.85,Online
309,P037,2156,2026-07-01,1,139.8,Online
310,P051,2157,2025-09-09,3,389.7,Online
311,P089,2159,2024-08-21,1,219.9,Store
312,P091,2160,2024-06-17,4,199.6,Store
313,P050,2160,2024-12-10,2,108.64,Online
314,P044,2160,2025-06-06,2,299.98,Online
315,P070,2160,2025-11-08,1,115.6,Online
316,P036,2160,2026-04-15,2,224.9,Store
317,P082,2161,2024-12-05,1,35.6,Online
318,P036,2161,2025-04-29,2,224.9,Online
319,P011,2161,2025-10-01,1,61.35,Online
320,P077,2161,2026-03-12,5,947.5,Online
321,P063,2161,2026-08-19,1,44.5,Online
322,P026,2162,2025-06-13,1,64.8,Online
323,P068,2164,2023-09-03,2,117.9,Store
324,P002,2164,2024-03-02,1,143.35,Store
325,P061,2164,2024-09-07,1,69.95,Online
326,P050,2164,2025-02-28,1,54.32,Online
327,P045,2164,2025-08-31,2,135.7,Store
328,P069,2164,2026-02-12,1,81.2,Online
329,P038,2164,2026-07-31,2,189.2,Online
330,P100,2165,2024-01-01,1,94.75,Store
331,P069,2165,2024-06-17,1,81.2,Store
332,P078,2165,2024-12-02,2,269.5,Online
333,P043,2165,2025-05-28,2,216.8,Online
334,P053,2165,2025-11-07,2,119.6,Store
335,P025,2165,2026-05-07,2,199.98,Online
336,P002,2166,2024-12-19,2,286.7,Store
337,P050,2166,2025-09-16,1,54.32,Online
338,P020,2166,2026-06-01,1,110.59,Store
339,P028,2167,2024-08-30,1,128.65,Online
340,P006,2168,2023-08-02,2,156.9,Online
341,P006,2171,2024-05-12,3,235.35,Online
342,P096,2172,2023-07-28,1,38.9,Online
343,P010,2172,2024-04-15,3,269.97,Store
344,P033,2172,2025-02-25,4,509.52,Online
345,P037,2172,2025-12-10,4,559.2,Store
346,P017,2174,2025-02-25,1,22.84,Online
347,P036,2175,2023-08-18,2,224.9,Online
348,P001,2176,2024-11-25,3,196.68,Online
349,P093,2176,2025-05-12,1,79.95,Store
350,P089,2176,2025-10-22,2,439.8,Online
351,P099,2176,2026-04-02,2,119.8,Store
352,P030,2177,2024-04-07,3,95.7,Online
353,P021,2177,2025-07-04,1,87.45,Store
354,P026,2178,2024-12-01,2,129.6,Online
355,P012,2180,2023-05-26,3,128.4,Store
356,P094,2180,2024-03-20,5,274.0,Online
357,P071,2180,2025-01-17,2,129.8,Store
358,P087,2180,2025-11-21,2,183.4,Online
359,P075,2180,2026-08-08,1,102.4,Store
360,P054,2181,2023-09-05,1,77.25,Store
361,P054,2181,2025-02-01,1,77.25,Store
362,P056,2181,2026-07-08,2,185.5,Online
363,P030,2182,2025-08-19,1,31.9,Online
364,P074,2183,2023-08-25,3,203.25,Online
365,P032,2183,2024-06-09,2,291.88,Online
366,P008,2183,2025-02-25,1,48.75,Store
367,P088,2183,2025-11-20,1,105.85,Online
368,P063,2183,2026-08-21,3,133.5,Online
369,P007,2185,2023-04-15,1,52.9,Store
370,P022,2185,2023-11-25,3,359.7,Online
371,P026,2187,2023-05-13,1,64.8,Store
372,P080,2187,2024-12-15,1,99.5,Online
373,P077,2187,2026-07-15,1,189.5,Store
374,P038,2188,2024-05-13,1,94.6,Store
375,P083,2188,2024-09-26,1,145.9,Store
376,P099,2188,2025-02-14,4,239.6,Store
377,P020,2188,2025-07-08,2,221.18,Online
378,P030,2188,2025-11-24,2,63.8,Online
379,P057,2188,2026-04-05,1,51.4,Store
380,P028,2188,2026-08-14,2,257.3,Store
381,P094,2189,2024-04-02,3,164.4,Store
382,P024,2189,2024-11-15,1,135.75,Online
383,P086,2189,2025-05-24,1,88.95,Store
384,P027,2189,2026-01-10,1,105.3,Store
385,P005,2190,2023-09-26,1,36.06,Online
386,P079,2190,2024-12-24,2,159.8,Online
387,P099,2190,2026-03-17,2,119.8,Online
388,P048,2192,2024-05-30,3,257.52,Online
389,P033,2193,2024-05-25,2,254.76,Online
390,P038,2193,2025-03-02,3,283.8,Store
391,P052,2195,2024-07-18,1,68.45,Store
392,P010,2195,2025-03-06,2,179.98,Online
393,P053,2196,2024-07-07,2,119.6,Online
394,P043,2196,2025-01-05,1,108.4,Online
395,P035,2196,2025-07-02,3,118.65,Online
396,P064,2196,2026-01-05,2,197.5,Online
397,P021,2196,2026-07-10,1,87.45,Store
398,P060,2198,2024-09-11,1,47.9,Store
399,P072,2199,2024-07-17,5,361.75,Online
400,P072,2200,2025-02-12,1,72.35,Store
401,P073,2200,2025-07-28,2,179.0,Store
402,P025,2200,2026-01-01,2,199.98,Online
403,P078,2200,2026-06-07,1,134.75,Store
404,P033,2201,2024-08-14,1,127.38,Store
405,P046,2201,2025-04-14,1,39.76,Online
406,P014,2201,2026-02-08,3,373.5,Online
407,P043,2202,2024-08-02,2,216.8,Store
408,P077,2202,2025-12-28,2,379.0,Online
409,P046,2203,2025-04-29,3,119.28,Store
410,P019,2204,2023-07-26,1,96.15,Online
411,P072,2205,2024-07-18,1,72.35,Online
412,P096,2205,2025-04-03,4,155.6,Online
413,P074,2205,2025-12-11,1,67.75,Online
414,P095,2205,2026-07-31,3,136.5,Online
415,P025,2207,2023-11-24,2,199.98,Online
416,P048,2207,2024-10-13,1,85.84,Online
417,P039,2207,2025-08-23,1,156.75,Store
418,P100,2207,2026-08-11,2,189.5,Online
419,P044,2208,2024-03-05,2,299.98,Online
420,P078,2208,2024-12-10,1,134.75,Online
421,P071,2208,2025-09-07,2,129.8,Store
422,P087,2208,2026-05-26,1,91.7,Online
423,P048,2210,2023-12-20,1,85.84,Store
424,P060,2212,2025-01-04,1,47.9,Online
425,P052,2212,2025-07-17,1,68.45,Online
426,P012,2213,2024-04-24,2,85.6,Store
427,P035,2214,2023-07-09,1,39.55,Online
428,P087,2216,2024-06-05,2,183.4,Store
429,P010,2217,2023-12-20,1,89.99,Store
430,P083,2220,2024-11-04,1,145.9,Store
431,P075,2220,2025-12-29,1,102.4,Online
432,P017,2221,2024-01-29,2,45.68,Online
433,P091,2222,2025-11-01,2,99.8,Store
434,P040,2223,2024-03-16,2,164.6,Online
435,P029,2223,2024-11-17,2,152.8,Online
436,P010,2225,2023-02-21,1,89.99,Online
437,P029,2227,2023-06-11,1,76.4,Store
438,P056,2227,2024-03-17,2,185.5,Store
439,P085,2227,2024-12-17,3,223.5,Online
440,P034,2227,2025-09-18,2,87.34,Store
441,P062,2227,2026-05-31,1,39.9,Online
442,P084,2228,2024-02-29,1,169.8,Store
443,P045,2228,2025-01-10,2,135.7,Online
444,P041,2228,2025-10-21,2,237.8,Store
445,P063,2228,2026-07-26,4,178.0,Store
446,P078,2230,2023-06-19,1,134.75,Store
447,P032,2230,2024-11-05,2,291.88,Online
448,P021,2230,2026-03-28,2,174.9,Online
449,P076,2231,2023-12-21,1,159.9,Online
450,P006,2231,2024-09-10,2,156.9,Store
451,P003,2231,2025-06-15,3,341.46,Store
452,P006,2231,2026-03-01,1,78.45,Store
453,P069,2234,2024-09-25,2,162.4,Online
454,P004,2234,2026-02-01,1,95.82,Online
455,P029,2235,2024-02-13,4,305.6,Store
456,P083,2235,2025-08-31,2,291.8,Online
457,P058,2236,2023-07-30,1,104.9,Store
458,P045,2237,2024-05-06,5,339.25,Store
459,P005,2237,2024-09-26,1,36.06,Store
460,P087,2237,2025-02-17,2,183.4,Store
461,P054,2237,2025-07-13,5,386.25,Online
462,P012,2237,2025-12-08,2,85.6,Online
463,P100,2237,2026-04-27,1,94.75,Online
464,P051,2238,2023-12-12,1,129.9,Online
465,P090,2238,2024-08-11,1,179.5,Online
466,P030,2240,2023-06-23,2,63.8,Store
467,P058,2240,2024-09-01,2,209.8,Online
468,P020,2240,2025-11-12,2,221.18,Online
469,P090,2241,2025-02-15,1,179.5,Store
470,P060,2242,2024-01-29,2,95.8,Online
471,P064,2243,2024-09-09,4,395.0,Online
472,P016,2243,2025-11-17,2,72.12,Online
473,P044,2244,2023-07-21,2,299.98,Store
474,P071,2244,2024-01-19,1,64.9,Store
475,P049,2245,2024-01-28,2,146.62,Online
476,P100,2245,2025-05-27,3,284.25,Online
477,P095,2246,2025-05-09,2,91.0,Online
478,P085,2246,2026-08-16,2,149.0,Store
479,P080,2248,2023-04-25,1,99.5,Store
480,P024,2249,2024-03-02,3,407.25,Store
481,P092,2250,2023-09-06,2,137.5,Store
482,P083,2250,2024-04-09,2,291.8,Online
483,P044,2250,2024-11-17,2,299.98,Online
484,P032,2250,2025-06-18,2,291.88,Online
485,P001,2250,2026-01-17,1,65.56,Store
486,P094,2250,2026-08-25,1,54.8,Online
487,P099,2251,2024-07-28,4,239.6,Online
488,P005,2251,2025-02-21,4,144.24,Online
489,P047,2252,2024-02-16,3,168.21,Online
490,P009,2252,2024-09-19,3,217.2,Online
491,P071,2252,2025-04-26,1,64.9,Store
492,P063,2252,2025-11-23,1,44.5,Online
493,P047,2252,2026-07-02,1,56.07,Online
494,P028,2254,2023-11-16,1,128.65,Store
495,P089,2254,2024-10-06,1,219.9,Online
496,P083,2254,2025-08-23,1,145.9,Online
497,P040,2254,2026-07-08,2,164.6,Online
498,P036,2255,2023-10-30,2,224.9,Store
499,P081,2255,2024-03-03,2,85.6,Store
500,P050,2255,2024-07-17,1,54.32,Online
501,P027,2255,2024-12-01,4,421.2,Store
502,P049,2255,2025-04-09,3,219.93,Store
503,P090,2255,2025-08-18,1,179.5,Store
504,P008,2255,2025-12-24,2,97.5,Online
505,P017,2255,2026-04-25,4,91.36,Store
506,P088,2257,2024-12-29,1,105.85,Online
507,P014,2257,2026-02-28,1,124.5,Store
508,P067,2258,2024-03-26,1,32.5,Online
509,P017,2258,2024-12-21,2,45.68,Store
510,P077,2260,2023-11-29,3,568.5,Online
511,P039,2260,2024-04-27,2,313.5,Store
512,P055,2260,2024-10-13,1,45.6,Store
513,P084,2260,2025-03-07,1,169.8,Online
514,P009,2260,2025-07-29,1,72.4,Online
515,P049,2260,2025-12-16,2,146.62,Online
516,P084,2260,2026-04-28,4,679.2,Online
517,P001,2261,2023-09-28,1,65.56,Store
518,P055,2261,2025-04-02,2,91.2,Online
519,P039,2261,2026-07-22,2,313.5,Online
520,P038,2262,2024-11-23,1,94.6,Online
521,P010,2262,2026-03-01,3,269.97,Online
522,P010,2263,2024-02-19,1,89.99,Store
523,P032,2263,2024-12-02,2,291.88,Store
524,P034,2263,2025-10-17,1,43.67,Store
525,P029,2263,2026-08-14,2,152.8,Online
526,P059,2264,2024-08-21,4,139.0,Store
527,P037,2264,2025-11-21,4,559.2,Online
528,P088,2267,2023-11-30,1,105.85,Online
529,P060,2269,2024-08-14,3,143.7,Store
530,P064,2271,2023-01-20,2,197.5,Store
531,P052,2272,2023-09-30,3,205.35,Online
532,P065,2272,2024-11-01,2,149.6,Online
533,P054,2272,2025-11-12,4,309.0,Store
534,P068,2273,2024-08-27,2,117.9,Store
535,P057,2273,2024-12-28,4,205.6,Store
536,P001,2273,2025-05-08,4,262.24,Store
537,P006,2273,2025-09-23,1,78.45,Store
538,P039,2273,2026-01-24,1,156.75,Online
539,P093,2273,2026-06-04,2,159.9,Store
540,P080,2274,2023-10-07,3,298.5,Store
541,P099,2275,2025-02-24,3,179.7,Store
542,P037,2275,2025-10-25,1,139.8,Store
543,P002,2275,2026-07-01,1,143.35,Online
544,P100,2276,2023-04-17,2,189.5,Online
545,P044,2277,2024-06-30,3,449.97,Online
546,P034,2278,2025-01-12,1,43.67,Online
547,P054,2278,2026-03-21,5,386.25,Online
548,P002,2279,2024-08-16,1,143.35,Store
549,P098,2281,2024-05-07,1,63.45,Online
550,P017,2281,2025-01-02,5,114.2,Online
551,P037,2281,2025-09-19,1,139.8,Store
552,P087,2281,2026-05-20,3,275.1,Online
553,P003,2282,2024-06-14,1,113.82,Online
554,P072,2282,2025-03-17,1,72.35,Online
555,P054,2282,2026-01-12,3,231.75,Online
556,P059,2283,2023-10-01,1,34.75,Online
557,P027,2284,2024-08-23,1,105.3,Online
558,P029,2284,2025-05-11,2,152.8,Store
559,P037,2287,2025-03-27,1,139.8,Online
560,P040,2287,2026-02-02,2,164.6,Store
561,P055,2288,2025-04-01,3,136.8,Store
562,P065,2288,2026-07-28,1,74.8,Online
563,P100,2289,2024-03-31,2,189.5,Store
564,P057,2291,2024-09-30,2,102.8,Store
565,P015,2293,2024-11-01,5,456.25,Online
566,P027,2293,2025-06-26,1,105.3,Store
567,P011,2293,2026-03-08,1,61.35,Online
568,P005,2294,2024-11-24,4,144.24,Online
569,P003,2294,2026-03-03,1,113.82,Online
570,P063,2295,2024-05-07,2,89.0,Online
571,P033,2295,2025-08-09,2,254.76,Store
572,P075,2296,2023-04-28,1,102.4,Store
573,P100,2297,2023-04-18,1,94.75,Online
574,P084,2299,2024-02-07,1,169.8,Store
575,P055,2299,2025-08-06,2,91.2,Store
576,P093,2300,2023-04-22,1,79.95,Online
577,P093,2300,2023-09-10,1,79.95,Store
578,P057,2300,2024-01-19,3,154.2,Store
579,P042,2300,2024-06-12,1,73.55,Online
580,P078,2300,2024-11-06,2,269.5,Store
